ID,POS,Name,ORG,Lev,Age,T,OVR,POT,LEA,AD,WE,INT,Prone,STU,CON,PBABIP,HRR,STU vL,CON vL,PBABIP vL,HRR vL,STU vR,CON vR,PBABIP vR,HRR vR,STU P,CON P,PBABIP P,HRR P,PIT,STM,HLD,BF,1B,2B,3B,HR,BB,IBB,K,HP,SH,SF,CI,SB,CS
40643,SP,HECTOR GARZA,CHC,MLB,26,R,48,48,H,H,H,N,Fragile,45,45,50,50,45,45,50,50,50,45,55,50,45,45,50,50,4,35,55,480,67,15,1,14,39,0,118,2,,5,0,17,1
36456,SP,SIMON GONZÁLEZ,LAD,MLB,25,R,46,48,N,N,N,N,Fragile,45,45,55,50,45,45,50,45,45,45,55,50,50,45,55,55,3,50,65,677,87,35,4,11,59,1,138,5,,4,0,17,7
34540,SP,CALEB HERT,LAD,MLB,26,R,48,48,N,N,N,N,Normal,50,50,55,45,50,50,50,45,50,50,55,45,50,50,55,45,4,50,65,459,69,17,3,14,36,0,114,2,,7,0,8,2
40045,RP,A.J. IDLE,FLA,MLB,25,R,47,48,N,L,N,N,Fragile,45,50,50,55,45,50,50,55,45,50,50,55,45,50,50,55,5,25,65,129,17,14,0,3,10,0,28,1,,1,0,1,0
33601,RP,LUCAS JONES,ARI,MLB,25,R,48,48,N,N,N,N,Normal,45,50,45,50,45,50,45,50,45,50,45,50,50,50,45,50,3,50,30,214,32,14,2,3,14,0,41,2,,1,0,9,2
38348,SP,BILL JOSEY,HOU,AAA,25,L,47,48,L,N,N,N,Normal,45,50,50,50,45,50,55,55,45,50,50,50,45,50,50,55,3,50,60,203,22,15,0,7,14,0,39,0,,1,1,6,0
34513,SP,BRENT KINNEY,STL,MLB,25,R,48,48,N,N,H,H,Fragile,45,45,55,50,45,45,50,50,45,45,55,50,45,45,55,50,4,45,50,279,32,13,1,7,25,0,60,2,,1,0,8,1
40290,SP,LUÍS LARIOS,SD,MLB,22,L,42,48,N,H,H,H,Durable,45,50,55,40,50,50,55,45,45,50,55,40,55,60,55,40,4,70,70,347,62,14,1,15,23,0,75,3,,3,0,5,4
24813,SP,PATRIK LICHARD,OAK,MLB,23,R,47,48,N,N,N,N,Fragile,45,50,50,55,45,50,50,55,45,50,50,55,45,50,50,55,3,45,35,343,52,10,2,7,29,0,52,3,,2,0,16,2
39333,SP,JERAD LONG,OAK,AAA,24,R,48,48,L,N,H,L,Fragile,40,50,55,60,35,50,50,55,40,55,55,65,40,55,55,60,3,35,45,20,4,2,1,1,3,0,0,0,,0,0,0,0
39660,RP,ABRAHAM MARCUM,TOR,MLB,27,R,44,48,N,N,N,N,Fragile,45,45,50,50,45,45,50,50,45,50,50,50,45,50,50,55,5,35,60,108,15,5,0,1,8,0,22,0,,1,0,3,3
40078,RP,BHAI NAIZAL,CLE,MLB,24,R,45,48,N,N,N,L,Fragile,50,45,55,50,45,45,50,45,55,45,55,55,50,45,55,50,3,25,40,193,27,1,1,4,21,1,41,5,,1,0,6,2
40660,RP,ELVIS OBEN,LAD,MLB,24,R,44,48,N,H,N,H,Fragile,45,50,50,45,45,50,50,45,45,50,50,45,55,50,50,50,3,50,45,160,21,7,0,5,11,0,39,0,,1,0,7,2
33239,SP,RICKY PEREZ-RUIZ,BAL,MLB,30,L,48,48,N,N,N,H,Durable,50,60,55,40,50,55,55,40,50,60,55,40,50,60,55,40,6,65,60,889,123,36,3,47,41,0,216,1,,5,0,14,5
38607,SP,BOBBY SCHROEDER,HOU,AAA,24,R,48,48,L,L,L,L,Normal,45,50,50,50,45,50,50,50,45,50,50,50,45,50,50,50,3,60,35,30,4,3,0,1,2,0,7,0,,0,0,1,0
38627,RP,TUCKER SIMINGTON,WAS,MLB,26,R,45,48,L,N,N,N,Normal,50,45,50,55,50,45,55,55,50,45,50,55,50,45,50,55,2,25,30,217,37,11,0,3,22,4,47,3,,2,0,5,1
29824,SP,PEPIJN SPAAN,CIN,MLB,25,R,45,48,L,L,N,N,Normal,45,50,55,45,45,50,50,45,45,50,55,45,50,50,55,45,3,50,40,412,66,23,3,16,38,0,69,3,,5,0,17,4
9785,RP,LAMONT TRUDELL,MIN,MLB,33,R,48,48,H,N,N,N,Iron Man,45,50,55,55,45,50,55,55,45,50,55,55,45,50,55,55,2,30,50,242,41,9,1,6,25,0,45,3,,2,0,4,0
38459,RP,NANDO VALENZUELA,OAK,MLB,26,R,47,48,H,H,N,N,Normal,45,50,50,55,45,50,45,50,45,50,50,55,50,50,50,55,4,45,70,167,16,9,0,5,13,0,27,1,,1,0,2,0
32815,RP,ARSENIO VALERA,COL,MLB,24,R,46,48,N,N,N,N,Durable,50,50,50,45,50,50,50,45,50,50,50,45,50,50,50,45,4,50,45,365,45,17,3,12,30,0,84,6,,3,0,5,0
37262,RP,PHILLIP BALL,CWS,MLB,26,L,47,47,N,N,N,N,Fragile,55,45,50,45,55,45,45,45,55,45,50,45,55,45,50,45,3,25,60,58,7,4,0,4,4,0,13,2,,0,0,2,0
37508,SP,JEURYS CABRERA,BAL,MLB,26,L,47,47,N,H,N,L,Normal,45,45,45,50,45,45,45,50,45,45,45,50,45,45,45,50,5,40,55,202,35,8,1,6,15,0,37,1,,1,0,8,1
36569,SP,LEO CASTILLO,BAL,MLB,26,L,45,47,N,N,N,N,Iron Man,45,45,45,50,45,45,45,55,45,45,45,50,45,45,45,50,3,60,65,779,127,35,7,31,70,0,126,14,,6,1,19,4
36108,SP,YUSNIEL CENICEROS,MON,MLB,27,R,47,47,H,N,H,H,Durable,45,45,55,50,40,45,50,45,45,50,60,60,45,45,55,50,4,55,55,809,106,37,5,23,76,0,175,4,,4,0,24,2
25018,SP,EMANUEL CHIEN,STL,MLB,27,L,46,47,H,N,N,N,Wrecked,40,50,50,55,40,55,55,60,40,50,50,50,40,50,50,55,3,50,50,298,46,18,2,10,22,0,40,4,,2,0,12,1
37992,SP,WILBUR DA COSTA,STL,MLB,24,R,41,47,N,N,N,N,Fragile,35,55,50,50,35,55,50,50,35,55,50,50,35,55,50,60,3,55,35,32,4,1,2,0,0,0,7,0,,0,0,1,0
37653,SP,E.J. DESMENEZ,ARI,MLB,26,L,46,47,N,H,N,N,Fragile,55,40,55,45,55,40,55,45,55,40,50,45,65,40,55,45,5,50,75,136,19,5,4,4,16,0,29,2,,2,0,1,0
35479,SP,NOAH DUMAOG,ANA,AAA,26,L,47,47,N,H,N,N,Fragile,40,50,45,55,40,50,45,60,40,50,45,55,40,50,45,55,5,45,70,41,7,2,0,3,3,0,3,2,,0,0,2,1
35216,SP,NATE DYKEMAN,COL,MLB,25,R,47,47,N,N,N,H,Fragile,50,40,50,50,45,40,50,50,50,40,50,55,50,40,50,50,4,55,65,220,37,13,2,9,24,0,33,4,,1,0,7,2
8128,RP,RAY ENGLISH,NYM,MLB,38,R,47,47,N,N,H,N,Normal,45,45,50,50,45,45,50,50,45,45,50,50,45,45,50,50,3,75,45,448,65,27,6,11,42,0,95,9,,5,0,13,1
37170,RP,PERRY ENOX,COL,MLB,26,R,47,47,L,N,N,N,Fragile,45,55,50,50,45,55,50,50,45,55,50,50,45,55,50,50,3,35,50,102,14,2,1,3,12,0,23,0,,0,0,2,1
33590,RP,HANS-BERND ERLER,CWS,AAA,26,R,45,47,N,L,N,N,Normal,50,45,55,45,50,45,50,45,50,45,55,45,55,45,55,45,4,50,30,191,29,10,1,9,18,2,45,0,,1,0,7,0
34163,SP,RICKY FAUCI,HOU,MLB,24,L,47,47,N,H,N,L,Fragile,45,55,45,50,50,55,50,50,45,55,45,45,45,55,45,50,3,65,80,219,45,22,1,9,13,1,34,2,,1,0,4,1
33913,RP,C.J. FLANERY,ATL,MLB,25,R,47,47,N,H,N,L,Durable,45,50,50,55,45,50,50,55,45,50,50,55,45,50,50,55,3,45,70,546,111,28,4,12,39,0,98,5,,7,0,11,4
35545,RP,ODALIS GUTIÉRREZ,BOS,MLB,25,R,47,47,N,L,N,H,Fragile,50,55,50,45,50,55,50,45,50,55,50,45,50,55,50,45,2,25,50,94,15,7,1,4,7,1,15,0,,3,0,3,1
38492,RP,DANNY IRANI,WAS,AAA,24,R,47,47,N,N,N,N,Durable,65,30,50,50,65,30,50,50,65,30,50,50,65,30,50,50,2,25,40,114,13,3,0,5,15,0,37,1,,0,0,4,1
30206,SP,TÉO IÑIGUEZ,ANA,MLB,24,R,47,47,N,N,N,L,Fragile,45,45,50,50,45,45,50,50,45,45,50,50,45,45,50,50,3,55,60,509,69,22,0,14,48,0,86,7,,4,0,8,7
40069,SP,LANDRY KRAUS,CHC,MLB,27,R,45,47,N,N,H,N,Durable,45,45,55,50,45,45,55,50,45,45,55,50,45,45,55,50,4,50,60,803,102,30,2,18,80,0,172,2,,2,0,18,3
31583,SP,DEAN LANG,DET,MLB,25,L,47,47,N,N,N,N,Normal,45,45,50,50,45,50,55,55,40,45,50,50,45,45,50,50,3,50,70,193,36,10,3,4,16,0,35,1,,0,0,0,3
37276,SP,TZE LU,FLA,MLB,26,R,46,47,N,N,H,N,Fragile,55,50,55,40,55,50,55,40,55,50,55,40,55,50,55,40,6,55,70,207,37,13,1,7,21,0,50,2,,2,0,13,1
30421,RP,ZHONGJIE MA,MIN,MLB,24,R,46,47,L,H,H,N,Fragile,50,50,50,45,50,50,50,45,50,50,55,45,55,50,50,45,5,45,65,300,45,16,0,10,12,1,74,2,,1,0,5,1
35864,SP,GIUSEPPE MELE,MIL,MLB,25,L,47,47,N,L,N,N,Fragile,50,45,50,45,50,45,55,50,45,45,50,45,50,45,50,45,4,60,65,343,58,10,2,6,28,2,79,2,,0,0,5,3
41149,RP,RUBEN MOJADO JR.,PIT,MLB,33,L,47,47,N,H,N,N,Normal,45,50,70,50,45,50,65,50,45,50,70,50,45,50,70,50,2,30,80,399,54,19,1,22,27,2,77,7,,3,0,4,1
14090,SP,GABE MOYO,LAD,MLB,35,L,47,47,N,L,N,N,Wrecked,45,50,45,55,40,55,45,55,45,50,45,55,45,50,45,55,3,40,70,276,46,17,1,9,16,1,41,4,,1,0,8,1
14877,SP,JOSH O'HEARN,TEX,MLB,31,L,47,47,H,H,N,N,Fragile,45,50,50,50,45,50,50,50,45,50,45,50,45,50,50,50,3,50,75,329,38,14,2,6,28,0,86,3,,1,0,2,3
35149,RP,RAFAEL PETERS,WAS,MLB,25,R,47,47,N,N,N,N,Durable,45,50,55,45,45,50,55,45,45,50,55,45,45,50,55,45,3,25,25,242,31,8,3,8,16,1,53,6,,1,0,5,1
26894,SP,LEO RAMOS,CLE,MLB,24,R,47,47,N,H,H,H,Fragile,45,50,50,50,40,50,50,50,45,50,55,50,45,50,50,50,4,45,40,716,99,34,2,26,60,0,141,2,,1,0,16,4
38414,SP,E.J. REVOLORIO,OAK,MLB,25,R,47,47,N,N,H,H,Normal,45,50,50,50,45,50,50,50,45,50,50,50,45,50,50,50,3,50,50,483,78,22,4,16,28,0,84,3,,1,0,14,6
19044,RP,SIMON SANGSTER,ANA,MLB,31,R,47,47,N,H,H,N,Wrecked,40,55,55,55,40,55,55,55,40,60,55,60,40,55,55,55,3,30,35,57,10,4,0,1,5,1,6,0,,1,0,1,1
39548,SP,WILLIAM SEIBEL,ATL,MLB,24,R,47,47,N,L,N,N,Fragile,45,50,50,45,45,50,50,45,45,50,50,45,45,50,50,45,4,60,30,540,96,22,3,26,34,0,99,4,,4,0,23,2
16985,SP,T.C. SETTLE,SEA,MLB,31,R,47,47,H,N,N,N,Normal,45,50,50,50,45,45,50,45,45,50,50,50,45,50,50,50,6,50,40,783,146,30,7,23,72,0,133,6,,5,0,30,3
34043,SP,CHRISTIAN ST-JACQUES,ATL,MLB,25,L,47,47,N,L,N,N,Normal,40,50,50,55,40,50,50,55,40,50,50,50,40,50,50,55,3,50,70,210,37,7,0,7,18,0,34,2,,1,0,6,2
28888,RP,MEL ZAMARRIPA,KCM,MLB,23,R,47,47,N,N,N,H,Normal,45,50,50,50,45,50,50,50,45,50,50,50,50,50,50,50,5,35,55,147,28,7,5,7,12,0,19,1,,2,0,5,2
30955,SP,ROB ZHENG,PHI,MLB,24,R,47,47,N,H,H,N,Fragile,45,50,55,50,40,45,55,50,45,50,60,60,45,50,55,55,3,45,55,223,40,10,1,4,18,0,35,2,,2,0,4,5
40082,SP,RIVAL ADAMO,ATL,MLB,29,R,46,46,H,N,H,N,Durable,45,45,50,50,45,45,50,50,45,45,50,50,45,50,50,55,5,50,65,808,108,40,10,32,82,0,153,15,,4,0,22,2
36607,RP,URBANO ALVARADO,MIN,MLB,25,R,46,46,N,H,H,N,Normal,45,45,50,55,45,45,50,55,45,45,50,55,45,45,50,55,3,40,70,399,63,22,0,9,42,0,69,3,,5,0,1,2
41102,SP,JOSÉ ARROYO,SF,MLB,30,R,46,46,H,L,N,N,Normal,40,55,55,45,40,55,55,45,40,55,55,50,40,55,55,45,4,65,35,795,124,45,9,28,64,9,119,7,,8,0,30,8
30513,SP,ZACH BEAN,CHC,MLB,31,R,46,46,N,N,N,H,Normal,45,45,50,50,45,45,50,50,45,45,50,50,45,45,50,50,5,55,35,829,119,30,8,17,71,0,159,15,,7,0,31,8
35237,SP,KIMBEL BRANDENBURG,TOR,MLB,25,R,46,46,H,N,N,N,Normal,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,50,4,70,50,515,84,18,2,20,47,0,96,6,,4,0,17,1
38021,SP,JOSH BUICE,STL,MLB,24,R,44,46,H,N,H,N,Fragile,45,50,50,50,45,50,50,50,45,50,50,50,45,50,50,50,3,40,65,326,42,16,3,9,20,0,68,4,,1,0,8,1
38722,SP,SAMUEL BULLOCK,TEX,MLB,25,R,46,46,N,H,H,N,Fragile,45,45,55,50,45,45,55,50,45,45,55,50,50,45,55,50,5,50,35,714,111,23,3,26,59,0,149,5,,3,0,24,4
37893,RP,JOEY BURNS,BAL,MLB,24,R,46,46,N,N,N,N,Fragile,50,50,50,45,50,45,50,45,50,50,50,45,50,50,50,50,4,40,40,490,64,27,2,28,47,0,89,2,,1,0,14,2
37616,RP,KARL CALENDER,BOS,MLB,24,L,46,46,N,H,H,N,Fragile,45,45,45,50,50,45,45,55,45,45,45,50,50,45,45,55,6,50,80,379,53,19,1,15,35,0,84,1,,5,0,3,1
39628,RP,THOMAS CAPRA,PHI,MLB,27,R,46,46,N,N,H,H,Normal,45,60,50,45,45,55,50,40,45,60,55,45,45,60,50,45,3,50,35,659,110,38,2,23,39,0,134,10,,5,0,35,7
33392,SP,LITTLE JOE CHRISTENSEN,PHI,MLB,25,L,46,46,L,L,N,N,Normal,45,40,45,55,45,40,50,55,45,40,45,55,45,40,45,55,5,60,80,573,98,38,4,11,65,0,114,4,,5,0,12,8
31592,RP,MARQUES COX,TB,AAA,24,R,46,46,H,N,H,N,Fragile,55,50,50,45,55,50,50,40,55,50,55,45,55,50,50,45,4,25,35,28,5,1,0,3,1,0,8,0,,0,0,0,0
38654,SP,MATT DREBES,MIL,MLB,24,R,46,46,L,N,L,N,Fragile,45,50,50,50,45,50,50,45,45,50,55,50,45,50,50,50,5,40,45,643,103,34,3,19,55,0,133,3,,6,0,22,7
38647,SP,ROSCOE KNISELY,TB,MLB,25,R,44,46,N,N,N,N,Normal,45,55,50,45,45,55,50,45,45,55,50,45,50,60,50,45,4,40,45,418,69,18,4,20,30,1,83,2,,5,0,10,2
33233,SP,CHRISTOPHER KNUTSON,PHI,MLB,23,L,46,46,L,N,H,L,Normal,50,50,45,45,50,50,50,50,45,50,45,45,50,50,45,50,5,40,70,467,74,17,2,15,33,1,103,5,,2,0,8,4
37539,SP,FLOYD LEPERA,PHI,MLB,25,L,45,46,L,N,N,N,Fragile,45,45,50,45,45,45,50,45,45,45,50,45,50,45,50,45,5,50,75,700,100,42,2,25,46,0,140,7,,2,0,8,4
33236,RP,ROBBIE LINKER,TOR,AAA,25,R,46,46,N,N,N,N,Normal,65,45,55,40,65,45,55,40,60,45,55,40,65,45,55,40,3,40,45,95,14,3,0,7,11,0,22,0,,0,0,2,0
33671,SP,MATTIA LOBERTO,STL,MLB,25,R,46,46,N,H,N,N,Normal,40,45,45,55,35,45,45,50,40,45,50,60,40,45,45,55,4,60,30,424,77,17,4,11,46,0,73,6,,5,0,12,4
32965,SP,TZU-CHENG LU,SD,MLB,25,R,46,46,N,N,H,N,Fragile,45,45,45,50,45,45,45,50,45,45,45,50,50,45,45,50,5,45,65,261,40,14,1,5,31,2,48,3,,1,0,6,1
40027,SP,ANDY MATA,NYM,AAA,26,R,44,46,N,N,H,N,Fragile,45,40,50,55,40,40,50,50,45,40,50,55,50,40,50,55,3,50,70,19,4,1,0,1,3,0,4,0,,0,0,1,0
37934,SP,JACK MCCABE,CHC,MLB,24,L,46,46,N,N,H,N,Normal,45,55,45,50,45,55,50,50,45,50,45,50,45,55,45,50,4,60,80,1,0,0,0,1,0,0,0,0,,0,0,0,0
33058,RP,NASH MCCAREY,SEA,AAA,25,R,40,46,N,N,H,N,Normal,50,35,45,45,50,35,45,45,50,35,50,50,65,40,45,50,2,30,60,97,13,7,0,6,13,0,22,0,,2,0,1,0
38340,RP,HEZEKIAH MCMILLAN,KCR,MLB,26,R,46,46,L,N,L,N,Normal,45,50,50,50,45,45,45,50,45,50,50,50,45,50,50,50,5,40,70,526,84,28,1,15,46,0,90,2,,2,0,14,6
39336,SP,ZDISLAV MUZIK,STL,MLB,22,R,46,46,L,N,N,N,Normal,40,50,45,50,40,50,45,50,40,50,45,50,40,50,45,50,4,50,45,25,1,0,0,1,5,0,4,0,,0,0,1,0
28697,RP,BILLY PARRY,MON,MLB,38,R,46,46,N,N,N,N,Normal,45,50,50,50,40,50,45,45,45,55,55,55,45,50,50,50,2,60,60,371,58,15,3,10,26,0,81,1,,3,0,5,1
36933,RP,OLIVER PLOWMAN,ARI,MLB,25,R,46,46,L,H,N,N,Durable,45,45,50,50,45,45,50,50,45,45,50,55,45,45,50,50,4,50,55,408,54,18,0,12,44,1,91,3,,2,0,8,2
40793,SP,OLIVER RACHAL,SF,MLB,24,R,46,46,N,H,N,N,Normal,45,50,45,50,45,50,45,45,45,50,45,50,45,50,45,50,4,60,40,774,121,37,6,22,64,11,157,4,,4,0,34,5
25630,RP,HAL RANAUDO,PIT,AAA,27,R,46,46,N,N,N,H,Wrecked,50,45,50,45,50,45,50,45,50,45,50,45,50,45,50,45,4,50,50,165,30,7,0,6,16,0,33,0,,2,0,5,0
41116,RP,JEREMY SHINDEL,TOR,MLB,24,L,46,46,N,N,N,N,Normal,50,45,50,45,55,45,50,50,50,45,50,45,50,45,50,45,3,60,70,280,42,9,3,9,37,1,54,7,,6,0,4,1
33892,SP,LANCE SOWA,SD,AAA,26,R,46,46,L,N,N,N,Normal,45,55,45,45,45,55,45,45,45,55,45,45,45,55,45,45,3,50,65,165,23,6,0,9,15,2,31,1,,0,0,3,2
35191,SP,RAZAK TOH,TOR,AAA,25,R,39,46,N,N,H,N,Fragile,45,50,55,40,45,50,55,35,45,50,55,40,55,55,55,40,4,40,65,236,20,16,0,16,17,0,39,2,,1,0,4,0
34920,RP,ROMEO VALENSUELA,ATL,MLB,26,L,45,46,N,N,N,N,Normal,50,50,50,45,50,50,50,45,50,50,50,45,60,50,50,45,2,20,80,221,41,8,0,3,28,2,43,3,,2,0,3,1
34953,RP,AMADEO VILLA,MON,MLB,26,R,46,46,N,L,L,L,Normal,45,45,55,50,45,45,55,50,45,45,55,50,50,45,55,50,5,45,30,199,29,7,1,13,19,2,46,2,,1,0,7,1
38588,SP,JACKSON WALKLEY,CLE,AAA,26,L,46,46,H,N,N,N,Fragile,45,50,50,45,45,50,45,45,45,50,50,45,45,50,50,45,3,55,80,133,19,12,0,7,10,1,28,1,,2,0,3,1
39622,RP,BARRY WOLF,COL,MLB,25,L,44,46,N,N,N,N,Normal,50,45,50,45,50,45,50,45,50,45,50,45,55,45,50,50,2,30,75,199,25,6,0,4,19,1,44,0,,1,0,3,0
38317,RP,IRVIN AXFORD,SF,MLB,25,R,45,45,N,N,N,L,Normal,50,50,50,45,50,50,50,45,50,50,50,45,50,50,50,45,3,40,40,79,20,3,0,4,2,0,8,1,,0,0,0,0
40954,SP,KEITH CUMMINGS,DET,MLB,24,R,45,45,H,N,N,N,Normal,35,55,50,50,35,55,50,50,35,55,50,50,40,55,50,50,3,40,40,740,143,34,5,24,48,0,114,3,,11,0,34,5
20182,RP,BENOÎT DESAUTELS,NYM,MLB,32,R,45,45,N,N,N,N,Iron Man,40,50,55,50,40,50,55,50,40,50,55,55,40,50,55,50,3,40,30,311,41,10,1,2,28,1,57,7,,1,0,11,2
36479,RP,BART DIAZ,WAS,MLB,26,L,45,45,N,N,N,H,Durable,50,45,55,50,50,45,55,50,50,45,55,50,50,45,55,50,2,30,75,249,35,18,0,11,21,3,43,1,,2,0,4,1
37380,SP,DANNY DIDONATO,CWS,MLB,28,L,45,45,N,H,H,H,Durable,50,35,55,50,50,35,55,50,50,35,55,50,55,35,55,55,5,50,80,626,94,26,2,23,69,0,118,6,,6,0,5,4
38809,SP,CORENTIN DU PONT,NYY,MLB,26,R,45,45,H,H,N,N,Fragile,50,45,50,45,50,45,50,45,50,45,50,45,50,45,50,45,3,30,35,147,20,7,1,6,11,0,31,2,,1,0,6,0
36497,SP,GAVINO ENRIQUEZ,CHC,MLB,26,R,42,45,N,H,N,N,Wrecked,35,45,45,50,35,45,45,50,35,45,50,50,40,45,45,60,5,55,60,300,52,10,0,8,26,0,50,5,,3,0,11,2
36187,SP,BRANDON FALCONE,BAL,MLB,24,R,45,45,H,N,H,N,Fragile,45,45,50,50,45,45,45,45,45,45,50,50,45,45,50,50,4,55,40,418,66,30,1,15,31,0,75,6,,4,0,15,0
33162,RP,ANTONIN FERNANDEZ,PIT,MLB,29,R,44,45,N,L,H,N,Fragile,45,45,55,55,45,45,55,55,45,45,55,55,55,45,55,55,2,20,75,143,22,9,0,7,11,0,26,1,,0,0,0,2
30488,SP,ALFONSE GANDOLFI,SEA,MLB,24,R,45,45,N,N,N,N,Normal,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,3,50,70,660,108,46,3,27,47,0,125,8,,3,0,17,6
30118,SP,JACK GIESE,SEA,MLB,31,R,45,45,N,N,N,N,Durable,35,55,55,50,35,55,55,50,35,55,55,50,35,55,55,50,4,50,75,651,116,41,10,29,35,0,103,7,,5,1,9,0
32361,RP,YAKIR GRUNWALD,CIN,MLB,25,R,45,45,H,N,N,N,Fragile,55,50,45,40,55,50,45,45,55,50,45,40,55,50,45,40,2,25,45,131,19,11,2,2,7,1,31,1,,0,0,4,1
39599,SP,JOHN HONGVIANGCHAN,SF,MLB,23,R,45,45,H,H,H,N,Normal,45,50,45,45,45,50,45,45,45,50,45,45,50,50,45,45,4,65,60,854,133,51,4,28,66,6,157,6,,7,1,27,3
32373,RP,RAFAEL IRIZARRY,DET,MLB,23,R,35,45,N,N,N,N,Normal,40,40,50,45,40,40,50,45,40,40,50,45,60,45,50,50,2,25,60,18,3,0,0,0,1,0,1,0,,0,0,0,0
36932,SP,MICHAEL JANETZKI,CHC,MLB,26,R,45,45,H,N,N,N,Normal,40,45,50,50,40,45,50,50,45,45,50,50,45,45,50,55,3,40,50,298,36,18,1,9,23,0,50,1,,2,0,9,2
38828,SP,CHIPPER JODOIN,SEA,MLB,25,L,44,45,N,N,N,N,Fragile,40,50,50,50,40,50,50,50,40,50,50,50,40,55,50,50,3,50,75,812,142,44,4,26,67,2,131,6,,3,1,13,0
30478,SP,MATT KARD,NYY,MLB,33,R,45,45,H,N,H,L,Iron Man,40,45,60,55,40,45,55,50,45,45,65,60,40,45,60,55,3,50,65,684,107,28,4,24,64,0,112,9,,6,1,21,2
30062,RP,WINSTON LEEUWANGH,NYM,MLB,22,R,43,45,H,N,N,H,Fragile,45,45,45,50,40,45,45,45,45,45,50,50,50,45,45,50,3,65,50,293,36,12,4,8,29,0,56,2,,4,0,7,3
33660,RP,NICK LOWE,MIL,MLB,25,R,45,45,N,N,N,N,Fragile,50,45,50,50,45,45,50,50,50,45,50,50,50,45,50,50,3,40,55,116,15,5,1,4,11,2,30,2,,0,0,2,1
36723,RP,BARJINDER MASALA,ATL,MLB,25,R,45,45,N,H,N,L,Fragile,50,45,50,50,45,45,50,45,50,45,55,50,50,45,50,50,2,30,35,72,10,2,0,2,11,0,15,0,,0,0,3,0
37475,SP,JAMES MEALS,NYM,AAA,25,L,45,45,L,N,L,N,Fragile,45,50,45,45,45,50,45,45,45,50,45,45,45,50,45,50,4,35,70,396,62,15,3,20,29,1,88,3,,3,0,9,1
21102,RP,WILL METZ,ANA,MLB,36,L,45,45,N,H,H,N,Fragile,40,50,50,60,45,50,50,70,40,50,45,55,40,50,50,60,2,35,75,212,31,9,2,4,15,2,38,4,,0,0,0,0
38307,SP,ISSUI OKAMOTO,COL,AAA,25,L,45,45,N,N,H,N,Normal,45,45,45,50,45,45,45,50,45,45,45,50,45,45,45,50,3,60,60,268,42,16,0,14,24,0,51,1,,4,0,1,1
13493,SP,CREW PEZZUTO,MIL,MLB,28,L,44,45,N,N,H,H,Normal,40,50,55,50,40,50,55,50,40,50,55,50,45,50,55,50,3,55,75,746,117,50,8,31,49,0,132,8,,10,0,8,6
33966,RP,GUNNER PUENTE,CIN,MLB,26,R,45,45,H,N,N,N,Fragile,45,45,50,50,45,45,50,50,45,45,50,50,45,45,50,50,3,50,60,408,69,19,3,9,32,0,95,4,,2,0,15,4
37811,RP,JARITRI RABINDRA,DET,MLB,23,R,44,45,N,L,H,N,Normal,50,45,45,45,45,45,45,45,55,45,50,50,60,45,45,50,2,25,80,237,40,12,1,2,19,1,50,1,,0,0,3,4
36080,RP,DONAHEY RUMAGE,CHC,MLB,27,R,45,45,N,N,H,N,Iron Man,45,50,50,50,45,50,50,50,45,50,50,50,50,50,50,50,2,30,55,205,26,12,3,6,19,0,42,1,,3,0,4,3
31898,SP,TANOLI SAVA,STL,MLB,25,L,45,45,N,N,N,N,Normal,45,45,45,50,45,45,50,50,45,45,45,50,45,50,45,50,4,40,70,9,2,0,0,0,0,0,1,0,,0,0,0,0
29285,SP,LEO SMOYER,STL,MLB,33,L,45,45,N,H,N,N,Iron Man,40,45,55,50,40,45,55,55,40,45,55,50,40,45,55,50,4,40,80,369,70,18,1,13,41,2,61,5,,1,0,5,1
37131,RP,NOAH STELMASZEK,KCR,MLB,26,L,43,45,N,N,H,N,Normal,50,40,55,45,50,40,55,45,50,40,55,45,55,45,55,50,3,30,65,268,34,7,0,7,30,0,65,4,,2,0,6,1
40049,RP,ADONIS SÁNCHEZ,CLE,AAA,25,R,45,45,H,H,N,H,Durable,40,65,55,50,40,65,55,50,40,60,55,50,40,65,55,50,5,30,60,87,16,6,0,5,5,1,10,1,,0,0,1,0
38957,SP,YASUHIRO UEDA,DET,MLB,23,R,45,45,N,N,N,N,Normal,45,45,50,45,45,45,50,45,45,45,50,45,50,45,50,45,3,65,55,563,86,26,3,16,68,1,98,6,,6,0,11,2
37713,RP,JOSH WALLS,CWS,AAA,25,L,45,45,L,L,L,N,Fragile,45,45,45,50,50,45,50,50,45,45,45,45,50,45,45,50,3,60,65,69,11,5,1,3,6,0,12,2,,0,0,2,0
15929,SP,TAYE WILHITE,KCM,MLB,31,L,45,45,H,H,N,N,Fragile,45,50,50,50,45,50,50,55,45,50,50,50,45,50,50,50,5,50,75,275,30,13,1,10,33,3,50,6,,0,0,1,1
38888,RP,JUDE BOUNDS,CIN,MLB,24,R,43,44,N,H,N,L,Fragile,45,45,50,50,45,45,50,55,45,45,50,50,45,45,50,55,3,60,60,57,9,4,0,0,3,0,12,1,,0,0,0,1
