ID,POS,Name,ORG,Lev,Age,HT,B,OVR,POT,WE,INT,Prone,BABIP,GAP,POW,EYE,K's,BA vL,GAP vL,POW vL,EYE vL,K vL,BA vR,GAP vR,POW vR,EYE vR,K vR,HT P,GAP P,POW P,EYE P,K P,C FRM,C ARM,IF RNG,IF ARM,OF RNG,OF ARM,SPE,STE,RUN
20867,CF,OSCAR FUENTES,-,-,18,6' 2',Right,20,62,L,L,Normal,25,25,25,25,25,30,25,25,30,30,25,25,20,25,25,55,50,50,50,55,20,20,30,45,55,55,50,25,25
28322,2B,RODNEY FUREY,-,-,20,5' 10',Right,20,33,H,N,Durable,25,20,20,25,20,25,20,20,25,25,25,20,20,25,20,55,40,40,45,50,20,20,45,35,35,25,30,25,20
33081,1B,WALLY FUSCO,MIN,R-,20,6' 6',Right,20,36,N,N,Normal,35,35,30,35,20,40,35,30,35,20,35,35,30,30,20,55,50,55,55,30,20,20,60,45,40,30,60,50,40
16164,CF,SEBASTIAN GADDIS,-,-,18,6' 1',Right,20,40,H,N,Normal,25,25,25,25,30,25,25,25,25,30,25,25,20,25,30,55,50,50,50,60,20,20,25,40,55,55,45,45,50
41353,CF,JUAN GALICIA,HOU,INT,19,6' 5',Right,20,38,N,N,Normal,25,30,25,25,25,25,30,25,25,25,25,30,25,25,25,50,45,50,40,50,20,20,50,35,50,40,40,35,40
12969,CF,JAVIER GALINDO,KCM,R-,18,6' 2',Right,20,48,N,L,Durable,30,30,25,30,30,30,30,25,30,30,30,30,25,30,30,50,50,50,50,65,20,20,35,35,60,45,45,50,60
13213,1B,RAFAEL GALLARDO,SD,INT,19,6' 6',Right,20,41,L,N,Normal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,50,40,50,45,55,25,25,30,45,45,40,30,30,20
40302,2B,SALVADINO GALLEGOS,-,-,24,6' 0',Right,20,31,L,N,Normal,25,20,25,20,20,25,20,30,25,20,25,20,25,20,20,35,35,50,50,40,20,20,45,45,40,35,25,30,20
18981,2B,DEONTE GALLI,-,-,19,6' 2',Right,20,32,H,N,Normal,30,30,25,25,30,30,30,25,25,30,30,30,25,25,30,50,45,45,45,50,20,20,45,40,30,30,40,40,45
19420,CF,RODERIGO GALVEZ,-,-,18,6' 2',Left,20,80,N,H,Normal,30,30,25,35,35,30,30,20,30,30,30,30,25,35,35,80,75,40,80,80,20,20,30,35,55,50,60,50,60
30125,CF,JACKSON GAMA,-,-,18,6' 1',Left,20,25,H,H,Normal,20,20,20,30,30,20,20,20,25,25,20,20,20,30,30,20,35,35,50,55,20,20,25,40,45,60,30,35,35
8202,C,GONZALO GAMBOA,LAD,INT,16,6' 3',Right,20,62,N,N,Normal,25,25,30,30,20,25,25,30,30,20,25,25,30,30,20,55,50,80,75,30,50,55,30,55,50,55,25,25,25
14444,2B,TURE GANDEE,-,-,17,6' 2',Right,20,30,L,N,Normal,25,20,20,25,20,25,20,20,25,20,25,20,20,25,20,50,40,25,60,45,20,20,45,30,35,45,45,20,20
14686,1B,DYLAN GANDY,-,-,18,6' 5',Switch,20,58,N,N,Normal,25,25,25,25,25,20,20,20,20,20,25,25,25,25,25,55,45,55,50,55,20,20,35,40,45,40,20,20,35
35637,3B,WEI-TA GAO,-,-,18,6' 0',Right,20,44,H,H,Normal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,55,50,55,50,55,20,20,45,60,50,50,30,30,35
32485,3B,JAMES GARCIA,KCM,WL,19,6' 1',Switch,20,34,N,N,Normal,30,25,25,30,35,30,25,20,30,30,35,25,25,30,35,50,40,35,45,50,20,20,40,70,35,35,35,30,20
37235,2B,AMERICO GARCÍA,SEA,R-,19,6' 0',Right,20,63,N,N,Normal,35,40,35,45,20,35,40,35,45,20,35,40,35,40,20,55,65,80,80,30,25,25,45,35,35,35,40,50,55
19744,CF,BERI GARCÍA,STL,WL,20,5' 11',Left,20,32,N,N,Normal,30,30,25,30,25,30,30,25,25,20,30,30,30,30,25,45,50,50,40,50,20,20,40,30,55,45,45,50,45
16726,LF,JÚLIO GARCÍA,TOR,WL,18,6' 7',Switch,20,39,N,L,Normal,30,25,30,30,30,30,30,30,30,35,30,25,30,30,30,50,40,40,50,60,20,20,35,40,35,45,20,25,20
41538,SS,MARIANO GARCÍA,OAK,INT,18,6' 2',Right,20,35,N,H,Normal,25,25,20,25,25,25,25,25,25,25,25,25,20,25,25,50,50,45,45,50,25,25,50,40,45,50,55,60,45
25988,2B,OCEO GARCÍA,-,-,20,6' 2',Right,20,39,N,N,Normal,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,50,45,50,45,50,20,20,40,40,30,35,55,65,60
25571,CF,LOGAN GARDOCKI,-,-,18,6' 1',Left,20,36,N,N,Normal,25,25,25,30,25,25,25,20,30,25,25,25,25,30,25,45,45,45,55,45,25,25,25,45,45,45,30,25,20
30011,LF,KILIAN GARTNER,SF,R-,19,5' 11',Right,20,38,N,L,Normal,35,30,30,35,30,35,30,30,35,30,35,30,30,35,25,50,45,70,50,35,20,20,30,50,40,55,30,20,25
13089,SS,CURT GATON,HOU,INT,19,6' 3',Right,20,46,H,L,Normal,30,25,20,25,25,30,25,20,25,30,30,25,20,25,25,55,50,40,50,65,25,25,50,50,50,35,40,50,60
17492,1B,GAEL GELDER,MIN,R-,19,6' 4',Right,20,40,N,H,Fragile,30,30,25,25,30,30,35,25,30,30,30,30,20,25,30,50,50,40,45,75,20,20,25,35,25,45,25,20,30
29234,SS,JON GENOVA,TEX,WL,19,6' 0',Switch,20,54,N,N,Normal,35,30,30,30,35,35,30,30,30,40,30,30,30,30,35,50,45,55,45,50,20,20,55,60,35,60,40,30,30
14756,C,ANGELO GESNER,-,-,18,6' 3',Right,20,58,N,N,Normal,25,25,30,30,20,25,25,35,30,20,25,25,30,25,20,55,45,80,65,30,45,45,30,50,40,50,20,25,30
14544,RF,TASSADUQ GHADIYALI,-,-,17,6' 2',Left,20,52,N,N,Normal,30,25,20,20,30,30,20,20,20,30,30,25,20,20,30,80,50,35,40,80,20,20,50,50,50,55,45,35,45
38483,2B,MARCO GIACCONI,-,-,18,6' 2',Switch,20,52,N,L,Normal,35,40,30,35,30,35,40,30,35,30,35,40,30,35,30,55,80,60,55,45,20,20,50,35,50,40,60,50,35
36341,2B,FLETCH GIBBONS,-,-,23,6' 4',Right,20,47,H,H,Normal,30,30,20,25,35,30,30,20,25,35,30,30,20,25,35,55,50,30,45,80,20,20,45,45,35,35,60,60,50
35044,LF,KADEN GIBBS,FLA,R+,21,6' 1',Right,20,38,H,N,Normal,35,35,30,40,30,35,35,35,40,30,30,35,30,40,30,45,50,50,45,45,20,20,40,55,50,60,45,50,65
22075,3B,KIEFER GIBBS,-,-,18,6' 4',Right,20,75,N,H,Normal,25,30,25,30,25,25,30,25,30,30,25,30,25,30,25,55,80,55,70,65,25,25,50,65,40,50,65,50,50
24290,LF,ROBERT GIES,NYM,WL,20,6' 2',Right,20,37,N,N,Normal,35,30,25,35,35,35,30,30,40,40,30,30,25,35,35,50,45,45,50,50,20,20,50,35,40,60,25,20,30
26651,SS,GLENN GILHAM,-,-,18,6' 3',Right,20,44,N,L,Normal,25,30,25,25,25,30,30,30,25,30,25,25,25,25,25,50,65,55,50,55,20,20,60,55,45,50,60,50,45
27925,3B,RANDALL GILLEY,-,-,19,6' 1',Left,20,34,N,L,Normal,25,25,25,25,25,20,20,25,25,25,25,25,30,25,25,45,45,50,45,45,20,20,40,40,40,60,45,50,50
36886,3B,ROBINSON GILLOT,-,-,20,6' 2',Right,20,36,H,N,Normal,30,25,20,25,25,30,25,25,30,30,30,25,20,25,25,45,45,50,50,45,20,20,40,65,55,60,30,35,20
14728,C,NICK GILMAN,-,-,17,6' 2',Right,20,42,N,L,Normal,30,20,20,25,25,30,25,20,25,30,30,20,20,25,25,70,45,35,55,55,50,35,30,30,45,45,30,25,20
31772,2B,CARTER GILMORE,SD,WL,20,6' 2',Right,20,36,H,N,Normal,25,25,20,30,30,25,25,20,30,30,25,25,20,25,30,55,40,30,45,50,20,20,45,40,45,35,35,60,60
32810,CF,EPHRAIM GLAZER,-,-,20,6' 3',Right,20,38,N,H,Normal,30,30,30,25,30,35,30,30,30,35,30,30,30,25,30,50,45,50,40,50,20,20,35,30,50,35,40,35,45
18041,2B,MIKE GLAZIER,CHC,WL,19,6' 0',Right,20,33,H,N,Normal,30,30,20,30,30,30,30,20,30,30,30,30,20,30,30,50,45,30,50,70,20,20,40,30,40,25,45,40,40
14472,2B,LEONIDAS GOETZ,-,-,26,6' 0',Right,20,25,N,H,Normal,25,25,20,25,25,25,25,20,25,30,25,25,20,25,25,40,40,40,40,45,20,20,50,30,35,20,35,40,40
34849,2B,DIRK GOLEMBESKI,MIN,R-,19,6' 1',Right,20,37,N,N,Normal,35,35,25,30,30,35,35,30,30,30,35,30,25,30,25,55,45,40,50,50,20,20,40,55,40,35,45,40,35
32357,2B,CARLOS GONZÁLES,-,-,20,6' 1',Right,20,34,N,N,Normal,25,25,30,30,20,25,25,30,30,20,25,25,30,25,20,50,50,65,45,25,20,20,55,35,30,30,45,35,25
23234,C,AUGUSTIN GONZÁLEZ,MIN,WL,18,6' 3',Left,20,34,N,N,Normal,30,30,25,25,30,25,25,25,20,30,30,30,25,25,30,45,40,50,40,50,50,45,30,45,25,50,35,50,40
29724,LF,BALTASÁR GONZÁLEZ,-,-,25,6' 2',Right,20,25,N,H,Durable,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,35,30,30,45,45,20,20,50,35,55,55,40,50,45
35992,1B,ENRIQUE GONZÁLEZ,-,-,18,6' 5',Right,20,75,N,N,Normal,30,30,25,30,30,30,30,25,30,30,30,30,25,30,30,55,55,55,65,65,20,20,35,35,45,40,40,30,30
41630,LF,JORGE GONZÁLEZ,ANA,INT,17,5' 10',Right,20,33,N,N,Normal,25,25,20,25,25,25,25,25,25,30,25,25,20,25,25,50,40,40,45,55,20,20,55,35,60,40,40,55,35
13114,2B,POE GONZÁLEZ,KCM,WL,18,6' 2',Right,20,44,N,L,Durable,25,25,30,25,25,25,25,30,25,25,25,25,25,25,25,55,50,55,50,55,20,20,50,45,40,45,30,30,30
32104,C,DARIO GORDILLO,-,-,19,6' 1',Right,20,38,N,N,Normal,30,25,30,25,20,30,25,30,25,20,30,25,30,25,20,55,45,65,50,30,35,35,35,50,40,50,20,25,35
36352,LF,SHAWN GORSE,KCM,WL,19,6' 3',Right,20,40,H,L,Normal,35,35,30,35,30,35,35,30,35,30,35,35,30,35,30,55,45,60,45,35,20,20,35,40,55,45,60,60,65
37839,CF,OSCAR GRADILLA,-,-,18,6' 2',Right,20,43,N,N,Normal,30,35,25,30,35,30,35,30,30,35,30,35,25,30,30,50,60,55,50,55,20,20,50,35,55,45,55,25,20
19581,SS,DONOVAN GRAIN,-,-,18,6' 2',Right,20,35,N,N,Normal,25,25,25,30,25,25,25,25,30,25,25,25,25,30,25,40,45,50,55,40,20,20,55,55,40,45,45,45,35
18861,1B,DAYTON GRAUPNER,WAS,WL,19,6' 6',Right,20,45,N,N,Durable,25,30,30,30,30,25,30,35,30,30,25,30,30,30,30,50,45,55,50,50,20,20,35,40,35,35,20,20,25
37384,3B,JORDAN GREEN,-,-,18,6' 2',Switch,20,36,N,N,Normal,35,30,20,30,30,35,30,25,30,30,35,30,20,30,30,50,50,40,45,50,20,20,45,60,40,35,45,50,55
16786,SS,DYLAN GRIFFITH,NYY,WL,20,6' 1',Right,20,39,N,N,Durable,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,45,50,50,55,20,20,65,50,55,40,50,45,55
14907,3B,ARCHIBALDO GRIJALVA,-,-,18,6' 2',Right,20,48,N,H,Normal,30,25,20,25,30,30,25,20,25,30,30,25,20,25,30,75,50,40,50,80,20,20,45,55,40,45,40,40,35
29574,3B,K.J. GROSS,MON,R+,19,6' 2',Right,20,57,H,N,Normal,35,25,20,30,30,35,25,25,30,35,35,25,20,30,30,75,45,35,60,80,20,20,40,55,45,50,35,20,20
14381,C,PAUL GROSS,-,-,18,6' 0',Right,20,71,N,N,Normal,25,30,25,25,25,30,30,30,25,30,25,30,25,25,25,55,55,50,55,65,50,45,30,50,35,45,30,20,20
20153,CF,EVARADO GUADARRAMA,-,-,21,6' 0',Right,20,37,H,N,Normal,35,35,30,25,30,35,35,30,25,30,35,35,25,25,30,50,50,50,40,50,20,20,50,35,60,45,45,45,25
28574,CF,PEDRO GUAJARDO,-,-,19,6' 4',Right,20,48,N,N,Normal,30,30,25,30,30,30,30,25,30,30,30,30,25,30,30,50,60,55,55,55,25,25,30,50,55,60,60,45,40
8312,SS,TABOR GUARDIOLA,CWS,INT,17,5' 11',Right,20,66,N,N,Normal,30,30,25,25,30,30,30,25,25,30,30,30,25,25,30,60,55,45,50,75,20,20,60,60,35,45,45,55,50
8218,C,SEBASTIÁN GUDINO,FLA,INT,16,6' 1',Right,20,49,N,H,Normal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,55,50,45,55,50,50,50,40,50,55,50,30,25,25
40920,SS,HECTOR GUERRERO,-,-,22,6' 2',Right,20,33,N,N,Normal,30,30,30,25,30,30,30,30,25,35,30,30,30,25,30,50,40,45,35,50,20,20,55,60,55,60,45,40,35
27640,1B,YEINSER GUERRERO,HOU,R+,21,6' 6',Right,20,41,N,L,Durable,30,30,30,25,30,30,30,30,25,30,25,30,30,25,30,50,45,50,40,50,20,20,35,40,40,50,35,35,35
19889,3B,CAROLINO GUILLEN,ATL,R+,20,5' 11',Switch,20,32,H,N,Normal,35,30,25,30,30,35,30,25,30,30,35,30,25,30,30,50,45,30,45,50,20,20,45,60,30,35,30,35,30
13048,1B,TIMO GUILLEN,SD,INT,19,6' 2',Right,20,38,N,N,Durable,25,20,25,25,25,25,25,25,25,25,25,20,25,25,25,50,40,50,50,45,25,30,35,65,30,55,20,20,25
19969,3B,TRENT GUNDLACH,-,-,18,6' 2',Right,20,36,N,N,Normal,25,25,25,25,25,25,25,25,30,25,25,25,25,25,25,40,45,50,50,45,25,20,35,65,50,40,45,25,30
20986,LF,MAX GUNN,ATL,R-,19,6' 3',Right,20,64,N,N,Normal,30,35,25,30,25,30,35,25,30,25,30,35,25,30,25,55,65,55,50,60,20,20,40,45,55,55,60,40,40
17213,CF,ADAM GUREVICH,KCR,WL,18,6' 3',Right,20,40,N,N,Normal,30,30,25,25,30,30,30,25,25,30,30,30,25,25,30,50,50,50,50,55,20,20,50,30,50,45,40,50,45
23075,CF,VENCESLAS GUTIERREZ,-,-,18,6' 4',Left,20,47,N,N,Normal,30,25,20,25,30,25,20,20,20,20,30,25,20,25,30,70,55,35,50,70,20,20,30,30,55,40,60,50,45
41288,2B,ALFREDO GUTIÉRREZ,MIN,R-,19,6' 2',Right,20,40,N,N,Normal,30,30,35,30,35,30,30,35,30,35,30,30,30,30,30,50,55,50,50,55,20,20,50,40,40,30,60,50,45
41201,2B,JERARDO GUTIÉRREZ,FLA,INT,19,6' 2',Right,20,44,N,N,Normal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,55,50,50,50,70,20,20,45,50,45,50,40,50,35
29919,CF,REHYBELL GUTIÉRREZ,SEA,R-,19,6' 1',Left,20,35,H,H,Normal,40,30,30,35,20,35,30,25,35,20,40,35,30,35,25,55,45,45,65,30,20,20,25,40,45,55,45,25,20
41567,CF,ARTÉMIO GUZMAN,KCR,WL,17,6' 1',Right,20,46,L,L,Normal,25,35,25,30,30,25,35,25,30,30,25,30,25,30,30,55,80,50,50,55,20,20,35,30,55,40,65,55,55
41583,LF,EFREN GUZMAN,COL,R-,17,6' 3',Right,20,42,N,N,Normal,30,30,25,25,30,30,30,25,25,30,30,30,25,25,30,50,50,45,50,60,20,20,30,35,60,45,45,45,45
35134,LF,GÉNESIS GUZMAN,SD,WL,19,6' 1',Left,20,42,N,N,Normal,35,30,25,30,25,30,30,25,25,20,35,30,30,30,25,55,45,50,45,50,20,20,30,40,45,50,60,30,35
36200,LF,MIGUEL GUZMAN,-,-,19,5' 11',Left,20,27,N,N,Normal,30,30,25,25,25,25,25,20,25,20,30,30,25,25,30,40,40,40,50,40,40,60,30,40,50,55,20,25,20
18403,SS,WALLY HAAS,PIT,WL,20,5' 11',Right,20,30,H,N,Normal,25,30,30,30,25,25,30,30,30,30,25,25,25,30,25,45,40,35,50,45,20,20,60,55,35,35,45,30,35
34976,CF,JOHNNY HAGER,-,-,19,6' 0',Switch,20,64,N,H,Normal,30,35,30,30,35,30,35,25,30,35,30,35,30,30,35,50,75,55,55,70,25,25,30,50,55,50,45,35,45
33523,2B,GIAN HALL,ATL,A-,20,6' 4',Right,20,27,N,N,Normal,35,35,30,30,35,35,35,35,30,35,35,35,30,30,35,45,45,45,45,45,20,20,35,45,50,40,35,45,50
25552,CF,KENT HALLS,-,-,18,6' 2',Right,20,46,H,N,Normal,25,25,25,25,25,25,30,25,25,30,25,25,20,25,25,55,80,50,50,70,20,20,25,30,55,50,60,60,55
14957,2B,EMMETT HAMMOND,-,-,18,5' 10',Right,20,50,N,N,Normal,30,25,25,25,30,30,30,25,25,30,25,25,25,25,30,70,65,45,45,80,25,25,55,35,35,35,60,45,45
32744,CF,JAXSON HAMMOND,MON,R-,20,6' 3',Left,20,41,H,N,Normal,30,30,20,35,30,30,25,20,30,25,35,30,20,35,30,55,45,35,50,55,20,20,40,35,50,55,45,30,30
14423,3B,SEBASTIAN HANUS,-,-,17,6' 0',Left,20,33,L,N,Normal,20,20,20,20,25,20,20,20,20,20,20,25,25,20,25,40,40,45,40,55,20,20,35,50,30,50,45,30,25
38769,CF,SHETH HARARI,-,-,18,6' 0',Right,20,51,H,N,Normal,30,40,25,35,35,30,40,25,35,30,30,40,25,35,35,50,80,55,55,55,25,25,35,35,55,50,60,60,45
18059,CF,JASON HARBACH,MIN,R-,19,6' 1',Right,20,40,N,N,Normal,35,30,25,30,30,35,30,30,30,30,30,30,25,30,30,50,50,55,50,55,20,20,45,45,50,60,55,30,25
24688,SS,ALEX HASKINS,-,-,18,6' 6',Right,20,41,N,N,Normal,25,25,25,25,25,25,30,30,30,30,25,25,25,25,25,55,70,50,55,55,20,20,55,55,40,45,60,40,35
27220,CF,GARETT HASSLER,-,-,18,6' 3',Left,20,72,N,N,Durable,25,30,30,30,30,25,30,30,30,25,25,30,30,30,30,55,80,55,60,55,25,25,35,25,55,40,55,25,20
20157,C,KIP HAVENS,-,-,18,6' 1',Switch,20,48,H,N,Normal,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,50,50,55,50,55,50,55,35,50,30,45,40,45,50
23304,2B,DEREK HAWTHORNE,-,-,19,6' 2',Right,20,44,N,N,Normal,30,30,25,25,25,30,30,25,25,25,25,30,25,25,25,50,70,50,60,55,20,20,50,35,35,35,60,45,45
14783,C,VICENTE HAZA,-,-,19,6' 1',Right,20,58,N,N,Normal,25,25,25,25,25,25,25,30,25,30,25,25,25,25,25,55,60,60,50,55,55,50,30,50,50,50,25,25,20
26091,CF,EMIL HEATH,-,-,17,6' 3',Right,20,77,N,N,Normal,30,35,30,35,30,30,35,30,35,30,30,35,30,35,30,55,80,80,80,60,25,25,40,50,60,60,60,45,25
39018,2B,YARON HENRIQUEZ,SD,INT,18,6' 4',Right,20,37,H,L,Normal,25,25,25,20,20,25,25,25,20,25,25,25,25,20,20,50,45,50,45,50,25,20,50,45,45,45,45,50,55
17268,SP,ANDREW HENSON,LAD,R-,19,6' 7',Right,20,47,N,H,Normal,25,20,20,25,20,25,20,20,25,20,25,20,20,25,20,45,35,25,40,45,20,20,35,50,35,35,30,35,35
31604,LF,PHOENIX HERIFORD,-,-,20,6' 2',Left,20,36,N,L,Normal,35,35,30,30,30,35,35,30,30,25,35,35,35,30,30,50,50,50,45,50,20,20,25,30,45,45,55,45,50
17580,1B,ZIGMOND HERNANDEZ,FLA,R-,19,6' 5',Right,20,75,N,N,Normal,25,30,30,25,30,25,30,30,30,30,25,30,30,25,25,55,50,60,55,50,20,20,35,30,35,30,20,20,25
19872,2B,BARTOLOMÉ HERNÁNDEZ,-,-,25,6' 6',Right,20,25,N,N,Durable,35,20,20,25,20,40,20,25,25,20,35,20,20,20,20,45,45,25,40,35,20,20,50,60,40,60,45,50,40
13219,C,SALTÉR HERNÁNDEZ,CWS,R-,19,6' 1',Right,20,45,N,N,Normal,25,25,30,25,20,25,25,30,30,20,25,25,30,25,20,50,40,70,55,25,35,45,35,40,60,45,30,40,45
32730,SS,JOHAN HERRERA,HOU,WL,19,6' 3',Switch,20,38,L,N,Normal,35,30,20,30,35,35,30,25,30,40,35,30,20,30,35,65,50,35,45,55,20,20,45,50,40,35,45,40,40
41382,2B,LEO HERRERA,HOU,R+,20,6' 3',Right,20,35,L,N,Normal,25,25,25,30,25,25,25,30,30,25,25,25,25,25,25,45,50,50,45,50,20,20,60,55,45,55,40,50,50
34893,RF,NOÉ HERRERA,-,-,18,6' 2',Left,20,38,N,N,Normal,30,25,30,30,20,30,25,30,30,20,30,25,30,30,20,55,45,65,50,30,20,20,50,55,50,65,35,35,20
41309,C,VICENTE HERRERA,HOU,INT,19,6' 4',Right,20,41,N,N,Normal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,50,40,50,50,45,50,50,30,35,35,35,25,20,30
14818,3B,KARSON HEYS,-,-,18,6' 4',Right,20,46,N,N,Normal,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,55,50,50,50,70,20,20,40,65,40,55,30,35,35
34934,CF,KWITY HISLOP,-,-,18,6' 2',Left,20,44,H,N,Normal,25,25,25,25,30,25,25,25,25,30,25,25,25,25,30,50,50,50,45,60,25,25,35,55,60,60,45,40,35
18940,CF,JIMMY HIXSON,MIL,WL,19,6' 5',Right,20,34,N,N,Normal,30,25,30,30,30,30,25,30,30,30,30,25,30,30,30,50,50,50,50,50,20,20,40,35,55,50,50,50,45
18313,3B,WEI-CHENG HO,-,-,20,6' 3',Right,20,32,H,N,Normal,30,25,25,25,30,30,25,30,25,30,25,25,25,25,30,50,40,50,40,50,20,20,35,45,30,45,35,20,20
27985,LF,ISAAC HOFFMAN,-,-,20,6' 4',Right,20,34,N,N,Normal,30,30,30,35,30,30,30,30,35,30,30,30,30,35,30,45,40,50,45,45,20,20,50,30,50,30,35,45,50
35002,3B,GLENN HOLLINGSHEAD,-,-,18,6' 1',Right,20,31,H,N,Normal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,40,45,50,45,45,20,20,45,55,35,55,40,50,45
18636,SS,HARRY HORN,LAD,R-,19,5' 9',Right,20,37,N,H,Normal,30,30,25,25,30,30,30,25,25,30,30,30,25,25,30,50,45,40,40,50,20,20,50,40,25,65,60,60,60
26480,SS,SAM HORNSBY,-,-,18,6' 0',Switch,20,30,N,N,Normal,20,25,20,25,20,20,20,20,20,20,20,25,25,25,20,45,45,45,50,45,20,20,60,60,40,35,50,45,35
20352,C,SHALLON HORNUNG,-,-,23,6' 1',Switch,20,42,N,N,Normal,25,25,20,30,25,25,25,20,30,25,25,25,20,30,25,45,45,35,50,50,55,40,35,35,20,55,20,20,20
39709,LF,JIMMY HORVATH,ANA,WL,18,6' 2',Right,20,38,N,N,Normal,35,35,25,35,40,35,35,25,35,40,35,35,25,35,40,50,50,40,50,75,25,25,35,45,45,50,25,30,35
18353,SP,FREDDIE HOSTETTER,BOS,R-,20,6' 2',Right,20,37,N,N,Normal,25,20,-,20,20,25,20,-,25,20,25,20,-,20,20,45,35,20,40,45,20,20,30,45,35,35,20,20,20
24016,LF,TODD HOWES,-,-,18,6' 2',Left,20,29,N,N,Normal,25,25,20,30,20,20,25,20,25,20,25,25,25,30,20,45,45,45,55,40,20,20,30,40,45,50,35,35,30
34332,C,DANIEL HRBEK,FLA,R-,19,6' 7',Switch,20,38,H,N,Normal,30,30,30,30,25,30,30,30,35,30,30,30,25,30,25,45,45,50,45,45,35,35,35,30,25,30,25,20,20
14710,CF,RUARK HUBBARD,-,-,18,6' 5',Right,20,40,N,N,Normal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,50,50,50,45,55,20,20,25,35,60,55,45,30,40
23489,CF,GAVIN HUDGENS,ARI,AA,22,6' 5',Right,20,41,N,N,Normal,30,25,30,25,30,30,25,30,25,30,30,25,30,25,30,50,45,60,45,50,20,20,40,50,50,35,45,20,25
32818,LF,ANDY HUFFINGTON,-,-,20,6' 2',Left,20,35,H,H,Normal,30,25,30,25,20,25,25,25,20,20,30,30,30,25,20,60,50,55,35,25,20,20,40,40,50,35,40,40,35
14557,CF,DIRK HUGHES,-,-,19,6' 1',Left,20,49,N,N,Normal,25,25,25,20,30,25,25,20,20,25,25,25,25,25,30,55,60,55,45,70,20,20,30,35,60,50,45,30,45
38198,C,DAVID HUIZAR,ANA,INT,17,6' 3',Right,20,61,N,L,Normal,25,25,30,25,20,25,25,30,25,20,25,25,30,25,20,55,55,75,50,35,50,35,40,50,45,45,35,30,40
27322,SS,JON HULME,-,-,18,6' 3',Left,20,33,H,N,Normal,25,20,25,25,20,25,20,25,25,20,25,20,25,25,20,55,45,70,50,25,20,20,55,55,30,45,60,45,45
19606,CF,R.J. HURWITZ,TB,R+,19,6' 2',Right,20,34,N,H,Normal,35,35,30,30,30,35,35,30,30,30,35,35,30,30,30,45,50,45,45,45,20,20,35,45,55,50,40,60,55
28968,3B,MIKE HUTCHINSON,-,-,20,6' 0',Right,20,36,N,N,Normal,25,25,20,30,25,25,25,25,30,25,25,25,20,30,20,45,40,40,45,45,25,25,45,60,25,60,45,45,30
30230,C,MAX IDE,-,-,20,6' 2',Right,20,29,L,L,Durable,20,20,20,25,25,20,20,20,25,25,20,20,20,25,25,30,35,20,45,55,60,60,35,40,30,35,35,30,20
14565,CF,RICKY IDEHEN,-,-,18,6' 4',Right,20,80,N,N,Normal,30,30,20,30,30,30,30,25,30,30,30,30,20,30,30,80,80,45,70,75,20,20,30,30,60,45,65,65,65
32833,1B,ALEC IKUTA,-,-,21,6' 8',Switch,20,80,N,N,Normal,30,25,30,25,30,30,25,30,30,30,30,25,30,25,30,50,50,55,50,55,20,20,30,40,30,20,25,25,30
17730,LF,SIMÓN INFANTE,-,-,18,6' 4',Right,20,80,H,H,Normal,30,30,30,30,25,30,30,30,30,30,30,30,30,30,25,70,75,80,80,50,20,20,25,30,45,45,35,40,35
14932,2B,ISRAEL INGLE,-,-,18,6' 2',Right,20,43,N,N,Normal,30,30,25,25,25,30,30,25,25,30,30,30,20,25,25,55,75,50,50,60,20,20,45,40,50,40,60,45,40
41608,LF,MATEO INZUNZA,CWS,INT,17,6' 2',Right,20,36,H,N,Normal,30,30,20,35,30,30,30,25,35,30,30,30,20,35,30,45,45,45,55,40,20,20,25,45,45,55,60,60,65
41540,C,J.J. ISAIS,OAK,INT,18,6' 2',Right,20,47,N,N,Normal,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,55,45,45,45,55,50,45,40,55,50,50,25,20,35
14833,RF,JESÚS IZQUIERDO,-,-,18,6' 4',Left,20,33,N,N,Normal,25,25,20,20,25,20,20,20,20,25,25,25,25,20,30,55,45,45,45,55,20,20,35,45,45,45,35,30,35
41296,2B,DANIEL IÑIGUEZ,-,-,20,6' 2',Right,20,41,N,N,Normal,35,30,30,25,30,35,30,30,25,30,35,25,30,25,30,55,50,50,45,50,20,20,45,45,30,35,45,25,20
19405,1B,NATHANIEL JACQUEMIN,BOS,R-,18,6' 1',Right,20,38,N,N,Normal,30,25,25,25,25,30,25,25,25,25,30,25,25,25,25,45,40,45,45,50,20,20,30,40,25,25,45,55,55
14924,1B,CARTER JANSEN,-,-,18,6' 4',Right,20,45,N,L,Normal,25,25,25,25,30,25,25,25,25,30,25,25,25,20,30,55,45,55,45,70,20,20,30,35,45,40,20,25,20
